Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       4/7           std::_Hashtable<std::pair<unsigned long, unsigned long>, std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, std::allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >, std::__detail::_Select1st, std::equal_to<std::pair<unsigned long, unsigned long> >, std::hash<std::pair<unsigned long, unsigned long> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::clear() [95]
[46]     0.0    0.00    0.00       7         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, true> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, true>*) [46]
-----------------------------------------------
                0.00    0.00       6/6           boost::hash<unsigned long>::operator()(unsigned long) const [51]
[47]     0.0    0.00    0.00       6         boost::hash_detail::basic_numbers<unsigned long>::type boost::hash_value<unsigned long>(unsigned long) [47]
-----------------------------------------------
                0.00    0.00       6/6           std::hash<std::pair<unsigned long, unsigned long> >::operator()(std::pair<unsigned long, unsigned long> const&) const [131]
[48]     0.0    0.00    0.00       6         void boost::hash_combine<unsigned long>(unsigned long&, unsigned long const&) [48]
                0.00    0.00       6/6           boost::hash<unsigned long>::operator()(unsigned long) const [51]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long) [58]
[49]     0.0    0.00    0.00       6         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long) [49]
-----------------------------------------------
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) <cycle 2> [15]
[50]     0.0    0.00    0.00       6         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [50]
                0.00    0.00      15/30          int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [14]
-----------------------------------------------
                0.00    0.00       6/6           void boost::hash_combine<unsigned long>(unsigned long&, unsigned long const&) [48]
[51]     0.0    0.00    0.00       6         boost::hash<unsigned long>::operator()(unsigned long) const [51]
                0.00    0.00       6/6           boost::hash_detail::basic_numbers<unsigned long>::type boost::hash_value<unsigned long>(unsigned long) [47]
-----------------------------------------------
                0.00    0.00       6/6           std::_Hashtable<std::pair<unsigned long, unsigned long>, std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, std::allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >, std::__detail::_Select1st, std::equal_to<std::pair<unsigned long, unsigned long> >, std::hash<std::pair<unsigned long, unsigned long> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_deallocate_buckets() [53]
[52]     0.0    0.00    0.00       6         std::_Hashtable<std::pair<unsigned long, unsigned long>, std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, std::allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >, std::__detail::_Select1st, std::equal_to<std::pair<unsigned long, unsigned long> >, std::hash<std::pair<unsigned long, unsigned long> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [52]
                0.00    0.00       6/8           std::_Hashtable<std::pair<unsigned long, unsigned long>, std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, std::allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >, std::__detail::_Select1st, std::equal_to<std::pair<unsigned long, unsigned long> >, std::hash<std::pair<unsigned long, unsigned long> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_uses_single_bucket(std::__detail::_Hash_node_base**) const [35]
                0.00    0.00       4/4           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, true> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [108]
-----------------------------------------------
                0.00    0.00       2/6           std::_Hashtable<std::pair<unsigned long, unsigned long>, std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, std::allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >, std::__detail::_Select1st, std::equal_to<std::pair<unsigned long, unsigned long> >, std::hash<std::pair<unsigned long, unsigned long> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_move_assign(std::_Hashtable<std::pair<unsigned long, unsigned long>, std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, std::allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >, std::__detail::_Select1st, std::equal_to<std::pair<unsigned long, unsigned long> >, std::hash<std::pair<unsigned long, unsigned long> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >&&, std::integral_constant<bool, true>) [192]
                0.00    0.00       4/6           std::_Hashtable<std::pair<unsigned long, unsigned long>, std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, std::allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >, std::__detail::_Select1st, std::equal_to<std::pair<unsigned long, unsigned long> >, std::hash<std::pair<unsigned long, unsigned long> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::~_Hashtable() [98]
[53]     0.0    0.00    0.00       6         std::_Hashtable<std::pair<unsigned long, unsigned long>, std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, std::allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >, std::__detail::_Select1st, std::equal_to<std::pair<unsigned long, unsigned long> >, std::hash<std::pair<unsigned long, unsigned long> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_deallocate_buckets() [53]
                0.00    0.00       6/6           std::_Hashtable<std::pair<unsigned long, unsigned long>, std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, std::allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >, std::__detail::_Select1st, std::equal_to<std::pair<unsigned long, unsigned long> >, std::hash<std::pair<unsigned long, unsigned long> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [52]
-----------------------------------------------
                0.00    0.00       3/6           std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [151]
                0.00    0.00       3/6           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [673]
[54]     0.0    0.00    0.00       6         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [54]
                0.00    0.00       3/3           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [145]
                0.00    0.00       3/6           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [59]
-----------------------------------------------
                0.00    0.00       3/6           std::vector<int, std::allocator<int> >::begin() [804]
                0.00    0.00       3/6           void std::iota<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int) [162]
[55]     0.0    0.00    0.00       6         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [55]
                0.00    0.00       3/3           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [146]
-----------------------------------------------
                0.00    0.00       6/6           std::function<void (std::uniform_int_distribution<unsigned long>*)>::~function() [65]
[56]     0.0    0.00    0.00       6         std::_Function_base::~_Function_base() [56]
                0.00    0.00       4/8           std::_Function_base::_Base_manager<SharedUtilityManager<std::pair<unsigned long, unsigned long>, std::uniform_int_distribution<unsigned long> >::makeDeleter(std::pair<unsigned long, unsigned long> const&)::{lambda(std::uniform_int_distribution<unsigned long>*)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<SharedUtilityManager<std::pair<unsigned long, unsigned long>, std::uniform_int_distribution<unsigned long> >::makeDeleter(std::pair<unsigned long, unsigned long> const&)::{lambda(std::uniform_int_distribution<unsigned long>*)#1}> const&, std::_Manager_operation) [37]
-----------------------------------------------
                0.00    0.00       2/6           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<MutatorKey const, std::weak_ptr<Mutator> >, true> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [208]
                0.00    0.00       4/6           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, true> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [108]
[57]     0.0    0.00    0.00       6         std::pointer_traits<std::__detail::_Hash_node_base**>::pointer_to(std::__detail::_Hash_node_base*&) [57]
                0.00    0.00       6/6           std::__detail::_Hash_node_base** std::addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&) [71]
-----------------------------------------------
                0.00    0.00       2/6           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<MutatorKey const, std::weak_ptr<Mutator> >, true> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [208]
                0.00    0.00       4/6           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, true> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [108]
[58]     0.0    0.00    0.00       6         std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long) [58]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long) [49]
-----------------------------------------------
                0.00    0.00       3/6           std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [54]
                0.00    0.00       3/6           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [147]
[59]     0.0    0.00    0.00       6         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [59]
-----------------------------------------------
                0.00    0.00       2/6           std::_Hashtable<MutatorKey, std::pair<MutatorKey const, std::weak_ptr<Mutator> >, std::allocator<std::pair<MutatorKey const, std::weak_ptr<Mutator> > >, std::__detail::_Select1st, std::equal_to<MutatorKey>, std::hash<MutatorKey>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_move_assign(std::_Hashtable<MutatorKey, std::pair<MutatorKey const, std::weak_ptr<Mutator> >, std::allocator<std::pair<MutatorKey const, std::weak_ptr<Mutator> > >, std::__detail::_Select1st, std::equal_to<MutatorKey>, std::hash<MutatorKey>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >&&, std::integral_constant<bool, true>) [285]
                0.00    0.00       2/6           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<MutatorKey const, std::weak_ptr<Mutator> >, true> > >::_M_allocate_buckets(unsigned long) [207]
                0.00    0.00       2/6           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<MutatorKey const, std::weak_ptr<Mutator> >, true> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [208]
[60]     0.0    0.00    0.00       6         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<MutatorKey const, std::weak_ptr<Mutator> >, true> > >::_M_node_allocator() [60]
                0.00    0.00       6/6           std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<MutatorKey const, std::weak_ptr<Mutator> >, true> >, true>::_S_get(std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<MutatorKey const, std::weak_ptr<Mutator> >, true> >, true>&) [63]
-----------------------------------------------
                0.00    0.00       2/6           std::_Hashtable<MutatorKey, std::pair<MutatorKey const, std::weak_ptr<Mutator> >, std::allocator<std::pair<MutatorKey const, std::weak_ptr<Mutator> > >, std::__detail::_Select1st, std::equal_to<MutatorKey>, std::hash<MutatorKey>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_Hashtable(unsigned long, std::hash<MutatorKey> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<MutatorKey> const&, std::__detail::_Select1st const&, std::allocator<std::pair<MutatorKey const, std::weak_ptr<Mutator> > > const&) [190]
                0.00    0.00       4/6           std::_Hashtable<std::pair<unsigned long, unsigned long>, std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, std::allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >, std::__detail::_Select1st, std::equal_to<std::pair<unsigned long, unsigned long> >, std::hash<std::pair<unsigned long, unsigned long> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_Hashtable(unsigned long, std::hash<std::pair<unsigned long, unsigned long> > const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<std::pair<unsigned long, unsigned long> > const&, std::__detail::_Select1st const&, std::allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > > const&) [96]
[61]     0.0    0.00    0.00       6         std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float) [61]
-----------------------------------------------
                0.00    0.00       2/6           std::__detail::_Hash_code_base<MutatorKey, std::pair<MutatorKey const, std::weak_ptr<Mutator> >, std::__detail::_Select1st, std::hash<MutatorKey>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, true>::_Hash_code_base(std::__detail::_Select1st const&, std::hash<MutatorKey> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&) [205]
                0.00    0.00       4/6           std::__detail::_Hash_code_base<std::pair<unsigned long, unsigned long>, std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, std::__detail::_Select1st, std::hash<std::pair<unsigned long, unsigned long> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, true>::_Hash_code_base(std::__detail::_Select1st const&, std::hash<std::pair<unsigned long, unsigned long> > const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&) [106]
[62]     0.0    0.00    0.00       6         std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Select1st, true>::_Hashtable_ebo_helper<std::__detail::_Select1st const&>(std::__detail::_Select1st const&) [62]
                0.00    0.00       6/6           std::__detail::_Select1st const& std::forward<std::__detail::_Select1st const&>(std::remove_reference<std::__detail::_Select1st const&>::type&) [69]
-----------------------------------------------
                0.00    0.00       6/6           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<MutatorKey const, std::weak_ptr<Mutator> >, true> > >::_M_node_allocator() [60]
[63]     0.0    0.00    0.00       6         std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<MutatorKey const, std::weak_ptr<Mutator> >, true> >, true>::_S_get(std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<MutatorKey const, std::weak_ptr<Mutator> >, true> >, true>&) [63]
-----------------------------------------------
                0.00    0.00       2/6           std::__detail::_Hash_code_base<MutatorKey, std::pair<MutatorKey const, std::weak_ptr<Mutator> >, std::__detail::_Select1st, std::hash<MutatorKey>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, true>::_Hash_code_base(std::__detail::_Select1st const&, std::hash<MutatorKey> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&) [205]
                0.00    0.00       4/6           std::__detail::_Hash_code_base<std::pair<unsigned long, unsigned long>, std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, std::__detail::_Select1st, std::hash<std::pair<unsigned long, unsigned long> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, true>::_Hash_code_base(std::__detail::_Select1st const&, std::hash<std::pair<unsigned long, unsigned long> > const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&) [106]
[64]     0.0    0.00    0.00       6         std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true>::_Hashtable_ebo_helper<std::__detail::_Mod_range_hashing const&>(std::__detail::_Mod_range_hashing const&) [64]
                0.00    0.00       6/6           std::__detail::_Mod_range_hashing const& std::forward<std::__detail::_Mod_range_hashing const&>(std::remove_reference<std::__detail::_Mod_range_hashing const&>::type&) [70]
-----------------------------------------------
                0.00    0.00       1/6           std::shared_ptr<std::uniform_int_distribution<unsigned long> > SharedUtilityManager<std::pair<unsigned long, unsigned long>, std::uniform_int_distribution<unsigned long> >::get<unsigned long, unsigned long>(unsigned long, unsigned long) [254]
                0.00    0.00       1/6           std::shared_ptr<std::uniform_int_distribution<unsigned long> >::shared_ptr<std::uniform_int_distribution<unsigned long>, std::function<void (std::uniform_int_distribution<unsigned long>*)> >(std::uniform_int_distribution<unsigned long>*, std::function<void (std::uniform_int_distribution<unsigned long>*)>) [300]
                0.00    0.00       1/6           std::__shared_ptr<std::uniform_int_distribution<unsigned long>, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::uniform_int_distribution<unsigned long>, std::function<void (std::uniform_int_distribution<unsigned long>*)> >(std::uniform_int_distribution<unsigned long>*, std::function<void (std::uniform_int_distribution<unsigned long>*)>) [309]
                0.00    0.00       1/6           std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::uniform_int_distribution<unsigned long>*, std::function<void (std::uniform_int_distribution<unsigned long>*)> >(std::uniform_int_distribution<unsigned long>*, std::function<void (std::uniform_int_distribution<unsigned long>*)>) [328]
                0.00    0.00       1/6           void __gnu_cxx::new_allocator<std::_Sp_counted_deleter<std::uniform_int_distribution<unsigned long>*, std::function<void (std::uniform_int_distribution<unsigned long>*)>, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::construct<std::_Sp_counted_deleter<std::uniform_int_distribution<unsigned long>*, std::function<void (std::uniform_int_distribution<unsigned long>*)>, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>, std::uniform_int_distribution<unsigned long>*&, std::function<void (std::uniform_int_distribution<unsigned long>*)>, std::allocator<void> >(std::_Sp_counted_deleter<std::uniform_int_distribution<unsigned long>*, std::function<void (std::uniform_int_distribution<unsigned long>*)>, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*, std::uniform_int_distribution<unsigned long>*&, std::function<void (std::uniform_int_distribution<unsigned long>*)>&&, std::allocator<void>&&) [266]
                0.00    0.00       1/6           std::_Sp_counted_deleter<std::uniform_int_distribution<unsigned long>*, std::function<void (std::uniform_int_distribution<unsigned long>*)>, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_deleter(std::uniform_int_distribution<unsigned long>*, std::function<void (std::uniform_int_distribution<unsigned long>*)>, std::allocator<void> const&) [343]
[65]     0.0    0.00    0.00       6         std::function<void (std::uniform_int_distribution<unsigned long>*)>::~function() [65]
                0.00    0.00       6/6           std::_Function_base::~_Function_base() [56]
-----------------------------------------------
                0.00    0.00       6/6           void std::swap<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>(bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation), bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)) [226]
[66]     0.0    0.00    0.00       6         std::remove_reference<bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>::type&& std::move<bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>(bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)) [66]
-----------------------------------------------
                0.00    0.00       6/6           void std::swap<void (*)(std::_Any_data const&, std::uniform_int_distribution<unsigned long>*)>(void (*&)(std::_Any_data const&, std::uniform_int_distribution<unsigned long>*), void (*&)(std::_Any_data const&, std::uniform_int_distribution<unsigned long>*)) [227]
[67]     0.0    0.00    0.00       6         std::remove_reference<void (*&)(std::_Any_data const&, std::uniform_int_distribution<unsigned long>*)>::type&& std::move<void (*&)(std::_Any_data const&, std::uniform_int_distribution<unsigned long>*)>(void (*&)(std::_Any_data const&, std::uniform_int_distribution<unsigned long>*)) [67]
-----------------------------------------------
                0.00    0.00       6/6           void std::swap<std::_Any_data>(std::_Any_data&, std::_Any_data&) [228]
[68]     0.0    0.00    0.00       6         std::remove_reference<std::_Any_data&>::type&& std::move<std::_Any_data&>(std::_Any_data&) [68]
-----------------------------------------------
                0.00    0.00       6/6           std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Select1st, true>::_Hashtable_ebo_helper<std::__detail::_Select1st const&>(std::__detail::_Select1st const&) [62]
[69]     0.0    0.00    0.00       6         std::__detail::_Select1st const& std::forward<std::__detail::_Select1st const&>(std::remove_reference<std::__detail::_Select1st const&>::type&) [69]
-----------------------------------------------
                0.00    0.00       6/6           std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true>::_Hashtable_ebo_helper<std::__detail::_Mod_range_hashing const&>(std::__detail::_Mod_range_hashing const&) [64]
[70]     0.0    0.00    0.00       6         std::__detail::_Mod_range_hashing const& std::forward<std::__detail::_Mod_range_hashing const&>(std::remove_reference<std::__detail::_Mod_range_hashing const&>::type&) [70]
-----------------------------------------------
                0.00    0.00       6/6           std::pointer_traits<std::__detail::_Hash_node_base**>::pointer_to(std::__detail::_Hash_node_base*&) [57]
[71]     0.0    0.00    0.00       6         std::__detail::_Hash_node_base** std::addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&) [71]
                0.00    0.00       6/13          std::__detail::_Hash_node_base** std::__addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&) [23]
-----------------------------------------------
                0.00    0.00       2/5           __gnu_cxx::__atomic_add_dispatch(int*, int) [178]
                0.00    0.00       3/5           __gnu_cxx::__exchange_and_add_dispatch(int*, int) [128]
[72]     0.0    0.00    0.00       5         __gthread_active_p() [72]
-----------------------------------------------
                0.00    0.00       1/5           __static_initialization_and_destruction_0(int, int) [245]
                0.00    0.00       4/5           void UniformRandomCrossover::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(std::random_access_iterator_tag, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [259]
[73]     0.0    0.00    0.00       5         rng::BaseRNG::getRandomNumber() [73]
                0.00    0.00       5/5           std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::operator()() [81]
-----------------------------------------------
                0.00    0.00       1/5           std::allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >::allocator<std::__detail::_Hash_node<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, true> >(std::allocator<std::__detail::_Hash_node<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > >, true> > const&) [284]
                0.00    0.00       4/5           std::allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >::allocator() [94]
[74]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >::new_allocator() [74]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >::~allocator() [79]
[75]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<std::pair<std::pair<unsigned long, unsigned long> const, std::weak_ptr<std::uniform_int_distribution<unsigned long> > > >::~new_allocator() [75]
-----------------------------------------------
                0.00    0.00       1/5           std::function<void (std::uniform_int_distribution<unsigned long>*)>::operator()(std::uniform_int_distribution<unsigned long>*) const [281]
                0.00    0.00       4/5           std::function<void (std::uniform_int_distribution<unsigned long>*)>::operator bool() const [89]
[76]     0.0    0.00    0.00       5         std::_Function_base::_M_empty() const [76]
-----------------------------------------------
